Country,ISO3,Year,Stunting_Prevalence,Overweight_Prevalence,Stunting_Risk,Overweight_Risk,GDP_per_Capita,Poverty_Rate,Fertility_Rate,Urban_Population_Percent,Female_Literacy_Rate,Male_Literacy_Rate
India,IND,2011,42.7,2.1,2,0,1445.46127486037,27.1,2.532,31.2746502853309,59.2799987792969,78.879997253418
India,IND,2022,33.0,3.1,2,0,2347.44829434623,5.3,1.994,34.7555673994206,69.0999984741211,83.4499969482422
Indonesia,IDN,2004,39.6,4.6,2,0,1126.84004447173,45.4,2.415,45.4476736441888,86.8000030517578,94.0400009155273
Indonesia,IDN,2006,39.6,5.6,2,0,1558.31562847163,46.8,2.457,47.0017588692457,88.7900009155273,95.1600036621094
Indonesia,IDN,2008,38.7,6.7,2,0,2124.55483920618,38.0,2.44,48.4644736032029,89.0999984741211,95.379997253418
Indonesia,IDN,2009,38.0,7.2,2,0,2218.48541852977,37.9,2.442,49.16775798133,89.6800003051758,95.6500015258789
Indonesia,IDN,2010,37.0,7.6,2,0,3065.68348377765,34.1,2.462,49.8521375148888,89.8899993896484,94.7600021362305
Indonesia,IDN,2011,35.8,8.0,2,0,3579.46442466152,31.2,2.515,50.4830017089844,90.0699996948242,95.5899963378906
Indonesia,IDN,2014,32.2,8.5,2,0,3441.06808464008,25.7,2.393,52.5002136230469,93.4499969482422,96.7900009155273
Indonesia,IDN,2015,31.0,8.4,2,0,3288.22269725538,21.6,2.346,53.1720771789551,93.3399963378906,97.1100006103516
Indonesia,IDN,2016,29.8,8.2,1,0,3521.46943457574,18.0,2.311,53.812557220459,93.5899963378906,97.1699981689453
Indonesia,IDN,2018,27.3,7.2,1,0,3860.95353090726,12.5,2.219,55.0956840515137,93.9899978637695,97.3300018310547
Indonesia,IDN,2020,25.1,5.7,1,0,3853.70288774146,9.8,2.189,56.2785287648768,94.5500030517578,97.4499969482422
Iraq,IRQ,2012,19.8,10.3,0,1,6477.59618450955,0.6,4.544,69.2222213745117,69.0,85.9000015258789
Jordan,JOR,2010,8.2,5.9,0,0,3718.46571622945,0.1,3.78,82.2601083887084,89.2099990844727,95.7699966430664
Kazakhstan,KAZ,2009,13.6,12.6,0,1,6938.01175663001,0.8,2.58,54.1167144748885,99.6800003051758,99.7900009155273
Latvia,LVA,2011,2.2,5.9,0,0,12902.574053337,1.7,1.33,67.8266897008267,99.9100036621094,99.879997253418
Lithuania,LTU,2001,2.8,4.5,0,0,3532.52787363242,1.6,1.29,66.9286097501613,99.6500015258789,99.6399993896484
Lithuania,LTU,2011,1.9,4.4,0,0,14261.8433787325,0.9,1.55,66.7518340055756,99.8300018310547,99.7900009155273
Madagascar,MDG,2012,48.2,1.6,2,0,493.511162904211,67.3,4.613,28.3988032871081,68.2799987792969,75.0299987792969
Madagascar,MDG,2021,39.3,1.5,2,0,483.469463351195,69.2,4.104,31.1137123216036,71.75,77.9000015258789
Malaysia,MYS,2018,20.8,5.9,1,0,10901.8019954421,0.0,1.838,74.5634625145296,93.5,96.120002746582
Maldives,MDV,2016,15.3,5.0,0,0,9947.80744731739,0.1,1.903,38.9560872317815,98.1100006103516,97.3000030517578
Maldives,MDV,2019,14.3,4.3,0,0,11740.2724029785,0.0,1.64,40.0492764783282,98.2600021362305,98.1600036621094
Mali,MLI,2006,35.6,2.0,2,0,586.985415515264,64.0,6.677,21.2987608960246,18.1900005340576,34.8600006103516
Mali,MLI,2018,24.9,1.0,1,0,996.379292136901,29.4,6.118,27.6999185916288,25.7399997711182,46.1800003051758
Malta,MLT,2011,5.4,8.1,0,0,23516.9691234302,0.2,1.45,94.3155916422812,94.7900009155273,91.7900009155273
Marshall Islands,MHL,2019,32.1,4.3,2,0,5292.33985502306,2.1,3.012,76.9422712042154,97.620002746582,98.75
Mauritania,MRT,2000,39.2,3.3,2,0,680.911061879778,30.7,5.456,38.0555858542174,43.4199981689453,59.5400009155273
Mauritius,MUS,2012,8.2,5.1,0,0,9421.52514098225,1.1,1.54,40.0369511615085,88.9800033569336,94.6500015258789
Mexico,MEX,2000,20.3,7.3,1,0,7524.0271380091,16.3,2.714,74.9203113970256,88.6800003051758,92.5599975585938
Mexico,MEX,2002,19.0,7.3,0,0,7983.03398381759,12.8,2.633,75.6840752828994,88.7300033569336,92.0
Mexico,MEX,2004,17.6,7.1,0,0,7849.66759649565,11.0,2.536,76.3274397419019,89.629997253418,92.4499969482422
Mexico,MEX,2005,17.0,7.1,0,0,8671.75891885163,11.7,2.495,76.4748624380269,90.2099990844727,93.1900024414062
Mexico,MEX,2006,16.5,7.0,0,0,9512.63575346699,9.0,2.456,76.4982455683657,89.8300018310547,93.9000015258789
Mexico,MEX,2008,15.3,6.9,0,0,10523.7685403244,10.1,2.391,76.5090428271033,91.4499969482422,94.5899963378906
Mexico,MEX,2010,14.1,6.8,0,0,9728.80078377082,8.4,2.34,76.5244441414713,91.8499984741211,94.379997253418
Mexico,MEX,2012,13.2,6.8,0,0,10744.1335242686,7.3,2.294,76.6585199140734,93.1800003051758,95.3899993896484
Mexico,MEX,2014,12.7,6.7,0,0,11391.3773497683,7.2,2.211,76.9741367091766,93.5899963378906,95.620002746582
Mexico,MEX,2016,12.6,6.7,0,0,9097.92397674769,4.4,2.086,77.4405087351486,93.9700012207031,95.8399963378906
Mexico,MEX,2018,12.7,6.7,0,0,10084.7937562021,3.9,2.03,78.0271223924494,94.6100006103516,96.2300033569336
Mexico,MEX,2020,12.6,6.8,0,0,8841.27075039868,4.3,1.99,78.677960602824,94.5,96.0599975585938
Mexico,MEX,2022,12.9,7.0,0,0,11405.7940473759,2.3,1.94,79.199683215791,95.2146036640058,96.5620035726989
Mongolia,MNG,2010,14.9,9.9,0,0,2625.21881402433,3.5,2.4,67.8298018313254,98.3399963378906,98.1699981689453
Mongolia,MNG,2018,8.6,10.9,0,1,4107.64288528468,1.7,2.9,67.8683444833372,98.0,95.6699981689453
Mongolia,MNG,2022,7.4,11.7,0,1,4993.51487463495,0.4,2.7,69.783805847168,98.9100036621094,98.5199966430664
Montenegro,MNE,2011,8.6,16.1,0,1,7265.51668681954,0.4,1.65,64.4210914835811,97.5,99.4300003051758
Montenegro,MNE,2018,8.1,10.4,0,1,8673.59128084795,3.9,1.8,65.0854068937869,97.9499969482422,99.1500015258789
Mozambique,MOZ,2022,37.0,4.2,2,0,578.251663751351,81.4,4.84,35.0536638047945,50.9268678866772,74.1223819372325
Niger,NER,2005,49.8,0.7,2,0,318.643121918273,83.8,7.769,16.2687225341797,15.079999923706,42.9300003051758
Niger,NER,2014,44.7,0.6,2,0,565.30989731175,60.3,7.342,16.2450424611665,18.1139067912215,41.7834707709469
Niger,NER,2018,44.7,0.9,2,0,578.568035680892,59.0,6.706,16.6449011799221,22.8799991607666,45.189998626709
Nigeria,NGA,2003,41.3,5.5,2,0,763.388745367223,51.1,6.1,45.8372080921761,43.3199996948242,66.7699966430664
North Macedonia,MKD,2002,8.6,12.8,0,1,1989.13537265159,3.0,1.786,57.8726144171205,94.0599975585938,98.2099990844727
Pakistan,PAK,2005,44.1,5.2,2,0,827.619861189926,40.8,4.595,33.9190062789495,35.3699989318848,64.0599975585938
Pakistan,PAK,2007,45.1,5.2,2,0,998.090114197524,34.9,4.554,34.2683067336065,38.4599990844727,65.0
Pakistan,PAK,2010,44.9,4.9,2,0,987.304571124485,26.7,4.398,34.8159187475539,41.0200004577637,68.9000015258789
Pakistan,PAK,2011,44.5,4.8,2,0,1131.73513834324,25.9,4.305,35.0113675889897,41.9799995422363,66.9899978637695
Pakistan,PAK,2013,43.3,4.5,2,0,1225.4340119198,21.2,4.125,35.4315352494366,41.9700012207031,68.629997253418
Pakistan,PAK,2018,38.1,3.4,2,0,1569.33814626355,16.5,3.855,36.7478511550359,45.4000015258789,69.2799987792969
Panama,PAN,2000,18.3,8.3,0,0,3975.09310275544,16.3,2.744,62.2165370013582,91.25,92.5500030517578
Panama,PAN,2010,21.2,10.6,1,1,8331.46422259967,7.7,2.587,65.0926097647906,93.4899978637695,94.7099990844727
Panama,PAN,2018,16.0,11.5,0,1,16151.3273433486,3.7,2.402,65.7099285144924,94.879997253418,95.9700012207031
Panama,PAN,2019,15.2,11.5,0,1,16477.9066268111,2.9,2.288,65.752985396379,95.3600006103516,96.1399993896484
Panama,PAN,2021,14.1,11.4,0,1,15509.8069124139,3.3,2.152,65.8092302689169,95.9572319762946,96.7675045032491
Panama,PAN,2023,13.9,11.1,0,1,18797.1933994045,3.7,2.119,65.8601271176084,95.996369445753,96.6663951920392
Paraguay,PRY,2007,15.1,8.4,0,0,3211.93621659546,12.6,2.823,59.1328545601355,93.4499969482422,95.7099990844727
Paraguay,PRY,2008,13.9,8.8,0,0,4384.95469437803,7.9,2.792,59.2442256780564,92.4899978637695,94.129997253418
Paraguay,PRY,2009,12.8,9.2,0,0,3941.84815479431,9.1,2.757,59.3666109432844,93.1399993896484,94.370002746582
Paraguay,PRY,2010,11.6,9.6,0,0,4750.96273669458,9.4,2.695,59.5122792618786,92.9300003051758,94.8099975585938
Paraguay,PRY,2012,9.4,10.5,0,1,5642.16991672846,6.4,2.658,59.9212909454702,93.5899963378906,94.8199996948242
Paraguay,PRY,2013,8.5,10.9,0,1,6435.68342733004,4.1,2.636,60.2375315600901,94.4700012207031,95.6699981689453
Paraguay,PRY,2014,7.7,11.4,0,1,6652.25478942461,4.3,2.646,60.7101965948157,94.2099990844727,95.870002746582
Paraguay,PRY,2015,6.9,11.8,0,1,5879.33792308762,4.2,2.645,61.3302768533263,94.870002746582,96.25
Paraguay,PRY,2016,6.3,12.2,0,1,5775.15963399596,4.2,2.624,62.0827613208606,93.8399963378906,95.4800033569336
Paraguay,PRY,2018,5.0,13.2,0,1,6258.44991640984,3.1,2.561,63.9248988239553,93.5299987792969,94.5100021362305
Paraguay,PRY,2019,4.5,13.6,0,1,5821.18199548738,2.4,2.525,64.9845298299929,92.6600036621094,93.7900009155273
Paraguay,PRY,2020,4.1,14.0,0,1,5365.47220721104,2.6,2.497,66.116520986009,94.1800003051758,94.9199981689453
Peru,PER,2004,29.8,9.3,1,0,2397.25147277714,23.5,2.673,74.3769516383133,82.0599975585938,93.4599990844727
Peru,PER,2005,28.3,9.2,1,0,2706.66947297608,25.4,2.643,74.8162354830832,82.4499969482422,93.7200012207031
Peru,PER,2006,27.1,9.0,1,0,3129.55996496982,21.8,2.619,75.2766672012397,83.4499969482422,94.2300033569336
Peru,PER,2007,25.6,8.9,1,0,3581.0893081917,18.9,2.583,75.7615250588738,84.6500015258789,94.8600006103516
Peru,PER,2012,18.1,8.3,0,0,6519.37852981527,9.5,2.356,78.6488061451268,90.6699981689453,96.9499969482422
Peru,PER,2014,15.8,8.1,0,0,6667.13410360861,8.0,2.271,79.9945465682649,90.4499969482422,96.9499969482422
Peru,PER,2015,14.9,8.1,0,0,6231.71150338894,8.0,2.229,80.698277662669,91.25,97.1100006103516
Peru,PER,2016,14.0,8.1,0,0,6217.03599995447,7.5,2.189,81.4192362241943,91.1900024414062,97.1900024414062
Peru,PER,2017,13.2,8.1,0,0,6736.16693725487,7.3,2.152,82.1931650502403,91.2699966430664,97.0400009155273
Peru,PER,2018,12.4,8.1,0,0,6978.49121548627,6.1,2.118,82.6854929960921,91.6999969482422,97.120002746582
Peru,PER,2020,11.3,8.2,0,0,6133.32552410183,10.3,2.056,83.5267437189637,92.0199966430664,96.9899978637695
Philippines,PHL,2000,34.5,2.2,2,0,1050.79273107952,25.9,3.754,39.1384171397742,92.6500015258789,92.5500030517578
Philippines,PHL,2003,34.2,2.4,2,0,1027.2301192843,24.3,3.591,40.3928506135438,93.5599975585938,91.629997253418
Philippines,PHL,2015,30.8,3.5,2,0,2909.85818010301,14.6,2.829,51.1549047745227,98.2399978637695,98.120002746582
Portugal,PRT,2011,3.9,8.1,0,0,23246.5425416481,0.6,1.35,61.1410698395502,92.8600006103516,96.2900009155273
Romania,ROU,2002,13.2,9.4,0,0,2119.85509684554,9.1,1.27,52.7466427937759,96.2699966430664,98.4000015258789
Romania,ROU,2011,9.1,7.3,0,0,9560.6755277458,7.1,1.47,53.9608874244169,98.2099990844727,99.0299987792969
Romania,ROU,2021,7.1,4.3,0,0,14907.9803652143,2.0,1.81,52.2321512130811,99.2799987792969,99.0199966430664
Rwanda,RWA,2000,48.7,6.8,2,0,251.86926386091,82.3,5.967,15.7804474645996,59.75,71.4199981689453
Senegal,SEN,2011,18.4,1.4,0,0,1374.67591873844,53.3,5.099,44.0689668509475,40.25,66.0400009155273
Senegal,SEN,2018,17.6,1.3,0,0,1452.55612562445,19.1,4.294,48.9001692274485,40.5800018310547,54.4700012207031
Serbia,SRB,2003,8.7,18.2,0,1,3153.9011312754,0.9,1.59,56.8784264526306,94.0699996948242,98.9100036621094
Serbia,SRB,2016,5.6,11.8,0,1,5982.37030126471,8.1,1.46,60.3853870034026,98.2300033569336,99.5
Serbia,SRB,2019,5.1,10.7,0,1,7755.632986437,2.7,1.52,61.0492248535156,99.120002746582,99.879997253418
Serbia,SRB,2022,4.6,11.0,0,1,10024.8191112596,2.0,1.59,61.9013813540396,99.0999984741211,99.6100006103516
Sierra Leone,SLE,2018,28.5,2.7,1,0,845.914540460932,41.5,4.294,42.2011025267803,40.621381085044,58.3184400750665
South Africa,ZAF,2010,23.1,12.8,1,1,7973.47195771517,29.5,2.445,62.6299120560569,91.7099990844727,94.1399993896484
South Africa,ZAF,2014,22.2,13.2,1,1,6856.73137092522,31.2,2.424,63.1352327065742,93.0699996948242,95.2900009155273
Sri Lanka,LKA,2006,19.0,1.1,0,0,1388.89739119932,12.2,2.292,15.4829275281105,89.0899963378906,92.7099990844727
Sri Lanka,LKA,2016,13.3,1.2,0,0,4149.19190775593,3.8,2.062,18.9747679368162,91.4899978637695,93.4599990844727
Sri Lanka,LKA,2019,11.6,1.1,0,0,4081.94772722003,2.7,2.022,19.4946326418437,91.5800018310547,93.0299987792969
Tajikistan,TJK,2003,39.3,8.6,2,0,233.58124845289,56.0,3.42,26.5331204386766,96.9441463687736,99.3880926474567
Tajikistan,TJK,2007,33.7,7.5,2,0,516.997210618914,24.2,3.367,26.5315339938424,97.5081256939229,99.6995794346234
Tajikistan,TJK,2009,30.4,6.6,2,0,664.795655734657,15.7,3.43,26.529186594207,100.0,100.0
Thailand,THA,2000,16.1,6.4,0,0,2005.97694514234,8.4,1.734,31.4626212652205,90.5199966430664,94.9000015258789
Thailand,THA,2010,15.2,8.7,0,0,4973.86288823778,0.7,1.562,44.0018736622496,96.4300003051758,96.4400024414062
Thailand,THA,2013,13.6,9.3,0,0,6018.08244729255,0.2,1.526,45.8321343847773,92.25,95.25
Thailand,THA,2015,13.0,9.6,0,0,5688.85335397884,0.1,1.451,46.9521043776171,91.1900024414062,94.6600036621094
Thailand,THA,2016,12.8,9.7,0,0,5833.57715617098,0.1,1.4,47.8801095551247,92.6800003051758,91.1999969482422
Thailand,THA,2018,12.4,9.8,0,0,7099.77650081458,0.1,1.323,54.5843734741211,92.4300003051758,95.1999969482422
Thailand,THA,2019,12.3,9.9,0,0,7605.69657797759,0.1,1.285,55.9266166687012,90.1800003051758,92.4700012207031
Thailand,THA,2022,12.2,9.9,0,0,6909.35281815827,0.0,1.221,59.742374420166,91.4899978637695,90.6699981689453
Timor-Leste,TLS,2001,55.4,4.9,2,0,587.700634429079,55.7,5.918,24.469641672156,30.0,45.2999992370605
Timor-Leste,TLS,2007,56.8,3.5,2,0,540.154630518785,60.1,5.333,28.0011655196859,42.5,58.5
Togo,TGO,2006,29.4,1.5,1,0,552.50227125256,67.2,5.076,35.795057579151,44.3800010681152,70.2699966430664
Togo,TGO,2011,26.8,1.3,1,0,783.988944671672,65.2,4.984,37.9872305648732,47.9799995422363,74.0599975585938
Togo,TGO,2015,25.4,1.4,1,0,751.051987587248,61.5,4.662,39.7162551272934,51.2400016784668,77.2600021362305
Tunisia,TUN,2010,9.4,12.0,0,1,4291.86120891575,3.1,2.075,66.6280059814453,71.0899963378906,87.379997253418
Tunisia,TUN,2021,8.7,17.2,0,1,3906.93926319391,0.7,1.8,69.3997523770568,76.8000030517578,91.0400009155273
Uganda,UGA,2002,43.1,5.3,2,0,241.984688408335,78.6,6.735,12.202793574555,58.9099998474121,78.3000030517578
Uganda,UGA,2012,33.4,4.0,2,0,795.222867553127,56.2,5.729,21.372369321253,61.9700012207031,79.120002746582
Uganda,UGA,2016,28.7,3.4,1,0,752.696571725656,60.1,5.112,25.6953567134098,61.0,78.5
Uruguay,URY,2006,12.6,9.3,0,0,6001.33294783172,1.0,2.07,92.4845482788191,98.0800018310547,97.4400024414062
Uruguay,URY,2007,11.9,9.2,0,0,7222.05403645877,0.7,2.048,92.9603688038713,98.2399978637695,97.4199981689453
Uruguay,URY,2008,11.1,9.2,0,0,9423.96562595893,0.4,2.03,93.45975578621,98.4599990844727,97.8300018310547
Uruguay,URY,2009,10.3,9.2,0,0,9881.39573127081,0.4,2.018,93.9337324320314,98.5199966430664,97.9700012207031
Uruguay,URY,2010,9.7,9.2,0,0,12641.0576849008,0.3,2.011,94.3333219475319,98.4899978637695,97.6100006103516
Uruguay,URY,2011,9.3,9.2,0,0,15132.2675725587,0.2,1.987,94.6036824756941,98.620002746582,98.0199966430664
Uruguay,URY,2012,9.0,9.3,0,0,16259.5940814256,0.3,2.012,94.7606597546186,98.6600036621094,98.0999984741211
Uruguay,URY,2013,8.7,9.4,0,0,18335.2594772322,0.3,2.034,94.8844735142936,98.6399993896484,98.0599975585938
Uruguay,URY,2014,8.4,9.5,0,0,18322.4276767157,0.2,2.026,94.9897821210514,98.8099975585938,98.0299987792969
Uruguay,URY,2015,8.1,9.6,0,0,17125.9016800298,0.2,2.041,95.0800002298303,98.870002746582,98.1500015258789
Uruguay,URY,2016,7.7,9.8,0,0,17009.7584207276,0.1,1.966,95.1585424955685,98.8499984741211,98.2399978637695
Uruguay,URY,2017,7.3,10.1,0,1,19184.6502617082,0.1,1.824,95.2288235732042,98.9599990844727,98.2300033569336
Uruguay,URY,2018,7.0,10.3,0,1,19249.9404677501,0.1,1.681,95.2942581176758,99.0100021362305,98.370002746582
Uruguay,URY,2019,6.7,10.7,0,1,18315.7316980028,0.1,1.567,95.3479309082031,99.0400009155273,98.4800033569336
Uruguay,URY,2020,6.5,11.1,0,1,15757.5355995779,0.3,1.497,95.3997650146484,99.3204399005997,98.7392835820531
Uruguay,URY,2022,6.5,12.1,0,1,20818.6146091144,0.2,1.425,95.4977416992188,99.0899963378906,98.5899963378906
Uruguay,URY,2023,6.5,12.7,0,1,23019.4221560046,0.2,1.409,95.5439605712891,99.732368828745,98.9816571374806
Uzbekistan,UZB,2000,29.0,13.8,1,1,555.149231099186,93.8,2.696,47.6731005044,98.1399993896484,99.1600036621094
Uzbekistan,UZB,2021,7.4,4.4,0,0,2258.51964119278,4.4,3.273,50.9269905090332,100.0,100.0
Uzbekistan,UZB,2022,7.1,4.6,0,0,2578.66689394219,4.4,3.396,50.9847412109375,100.0,100.0
Vanuatu,VUT,2019,28.8,5.2,1,0,3207.44650452083,19.5,3.79,23.5024668917075,92.3164391001965,94.4258755793895
Viet Nam,VNM,2022,19.9,9.2,0,0,4147.69777213621,1.6,1.927,37.5478515625,95.0800018310547,97.2399978637695
Zambia,ZMB,2002,51.8,8.7,2,0,393.864625518616,68.0,5.774,36.0706035730014,61.8400001525879,80.9100036621094
Zambia,ZMB,2010,43.6,7.2,2,0,1451.10616017155,71.4,5.359,39.9558857709992,78.0699996948242,88.6800003051758
Zambia,ZMB,2022,31.8,5.5,2,0,1447.12310138035,71.7,4.175,44.5988511178469,74.1986616225725,86.2642111276023
Zimbabwe,ZWE,2019,23.9,3.1,1,0,2184.32923855469,49.2,3.748,36.1837638266364,93.3600006103516,93.0699996948242
